LAIKA1,778.78,39.52,2165.57,-0.68,0.05,-0.91,760,-220,15024,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.84,39.57,2165.00,-0.62,-0.01,-0.95,796,-252,15180,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.89,39.61,2164.47,-0.89,0.14,-0.95,800,-280,15184,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.89,39.64,2164.45,-0.80,0.04,-0.85,796,-132,15036,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.89,39.66,2164.43,-0.68,0.09,-0.99,828,-224,15320,0.05,-0.01,0.94,0.00,0.00,0.00,
LAIKA1,778.91,39.69,2164.25,-0.63,0.15,-0.92,828,-132,15104,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.92,39.71,2164.18,-0.76,0.03,-0.97,812,-268,15084,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.90,39.74,2164.38,-0.65,-0.02,-0.91,884,-340,15096,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.92,39.76,2164.18,-0.74,-0.10,-0.97,824,-128,15052,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.91,39.78,2164.20,-0.68,-0.12,-1.09,756,-304,15020,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.92,39.60,2166.22,-0.70,0.11,-0.89,808,-256,15088,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.75,39.64,2165.87,-0.76,0.05,-0.97,856,-352,15144,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.80,39.68,2165.38,-0.81,-0.14,-1.12,752,-340,15140,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.83,39.72,2165.08,-0.85,-0.19,-0.84,748,-368,15128,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.88,39.77,2164.60,-0.66,-0.07,-0.92,856,-288,15212,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.91,39.80,2164.29,-0.81,-0.11,-0.82,748,-196,15132,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.92,39.82,2164.12,-0.91,-0.02,-0.79,756,-260,15044,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.92,39.85,2164.12,-0.74,-0.07,-0.81,844,-212,15096,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.95,39.87,2163.87,-0.82,-0.07,-0.95,852,-412,15120,0.05,-0.03,0.92,0.00,0.00,0.00,
LAIKA1,778.93,39.90,2164.00,-0.69,0.15,-1.03,676,-208,15000,0.04,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.92,39.93,2164.13,-0.75,-0.13,-0.80,736,-236,15128,0.04,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.95,39.95,2163.81,-0.71,0.04,-0.78,872,-204,14856,0.05,-0.01,0.91,0.00,0.00,0.00,
LAIKA1,778.76,39.77,2165.76,-0.75,-0.02,-0.87,756,-300,15168,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.81,39.81,2165.26,-0.73,-0.06,-0.84,788,-280,15088,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.84,39.85,2164.96,-0.80,-0.13,-0.77,824,-232,15112,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.91,39.90,2164.27,-0.85,-0.01,-0.89,700,-236,14844,0.04,-0.01,0.91,0.00,0.00,0.00,
LAIKA1,778.92,39.94,2164.10,-0.79,0.04,-0.93,780,-188,15036,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.93,39.95,2164.08,-0.69,-0.02,-0.96,840,-248,15132,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.93,39.97,2164.04,-0.84,0.04,-0.88,700,-224,15112,0.04,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.90,39.99,2164.38,-0.71,-0.05,-0.76,848,-236,15112,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.92,40.01,2164.13,-0.84,0.08,-0.91,804,-244,15172,0.05,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.90,40.03,2164.38,-0.78,-0.17,-0.84,692,-236,15268,0.04,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.91,40.07,2164.23,-0.79,0.05,-0.92,812,-144,15012,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.95,39.88,2166.32,-0.84,-0.01,-0.77,792,-288,15160,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.76,39.91,2165.79,-0.91,0.09,-0.82,692,-292,15200,0.04,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.81,39.95,2165.23,-0.79,-0.05,-0.96,800,-328,15140,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.85,39.99,2164.84,-0.78,-0.11,-0.84,820,-236,15096,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.91,40.03,2164.29,-0.73,-0.06,-0.85,784,-224,15080,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.90,40.06,2164.32,-0.68,-0.08,-0.75,776,-180,14964,0.05,-0.01,0.91,0.00,0.00,0.00,
LAIKA1,778.90,40.07,2164.39,-0.65,-0.03,-0.89,836,-252,15120,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.91,40.10,2164.24,-0.79,-0.08,-0.95,732,-248,15152,0.04,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.92,40.13,2164.12,-0.82,-0.05,-0.91,808,-124,15092,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.93,40.15,2164.00,-0.78,-0.03,-0.89,796,-148,15168,0.05,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.93,40.19,2164.09,-0.83,0.02,-0.93,868,-136,15036,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.92,40.21,2163.76,-0.76,-0.06,-0.84,724,-312,15100,0.04,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.77,40.01,2165.67,-0.88,-0.22,-0.98,752,-228,15084,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.81,40.05,2165.27,-0.69,-0.06,-1.08,768,-292,15120,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.86,40.10,2164.75,-0.70,-0.06,-0.86,692,-216,15116,0.04,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.93,40.15,2164.02,-0.63,0.05,-0.90,744,-348,15088,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.93,40.16,2164.02,-0.86,0.10,-0.87,796,-236,15124,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.95,40.22,2163.87,-0.71,-0.08,-0.92,732,-296,15044,0.04,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.93,40.21,2163.99,-0.67,0.08,-0.86,868,-212,15108,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.94,40.24,2163.95,-0.76,-0.04,-0.87,864,-348,15180,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.92,40.26,2164.17,-0.71,0.02,-0.95,836,-184,15044,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.92,40.27,2164.09,-0.75,0.13,-0.98,852,-236,15120,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.91,40.28,2164.20,-0.92,0.02,-1.02,744,-324,15124,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.72,40.09,2166.22,-0.79,-0.01,-0.90,876,-208,15056,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.78,40.13,2165.58,-0.69,0.04,-0.88,768,-276,15112,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.86,40.17,2164.78,-0.84,0.03,-0.92,744,-332,15220,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.87,40.22,2164.64,-0.82,-0.08,-0.85,704,-288,15176,0.04,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.91,40.24,2164.20,-0.66,-0.02,-0.69,672,-200,15092,0.04,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.93,40.28,2164.08,-0.86,0.16,-1.21,812,-320,15032,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.90,40.30,2164.33,-0.85,-0.06,-0.69,820,-232,15144,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.90,40.31,2164.31,-0.80,0.05,-0.82,692,-188,15228,0.04,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.90,40.32,2164.32,-0.69,-0.05,-1.02,728,-160,14976,0.04,-0.01,0.91,0.00,0.00,0.00,
LAIKA1,778.90,40.33,2164.39,-0.78,-0.08,-0.68,684,-280,15168,0.04,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.91,40.36,2164.21,-0.80,0.02,-0.85,752,-232,15068,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.93,40.37,2164.04,-0.79,-0.04,-1.02,800,-292,15008,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.78,40.20,2165.59,-0.79,-0.02,-1.00,756,-244,15204,0.05,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.82,40.24,2165.21,-1.02,-0.02,-0.99,804,-280,15016,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.84,40.28,2164.95,-0.89,-0.13,-0.98,892,-176,15032,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.92,40.32,2164.18,-0.85,0.01,-0.82,776,-292,15144,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.91,40.34,2164.25,-0.89,0.12,-0.87,804,-296,15188,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.92,40.35,2164.15,-0.82,0.01,-1.15,708,-272,15072,0.04,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.89,40.37,2164.49,-0.85,-0.09,-1.18,760,-296,14988,0.05,-0.02,0.91,0.00,0.00,0.00,
LAIKA1,778.91,40.38,2164.21,-0.72,-0.06,-0.95,772,-264,15056,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.88,40.40,2164.56,-0.61,0.31,-1.00,756,-248,15084,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.89,40.43,2164.47,-0.88,0.00,-0.85,764,-268,15156,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.87,40.44,2164.68,-0.60,0.14,-1.05,788,-312,14968,0.05,-0.02,0.91,0.00,0.00,0.00,
LAIKA1,778.95,40.25,2166.26,-0.66,-0.07,-0.76,716,-320,15212,0.04,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.78,40.29,2165.63,-0.70,-0.02,-0.86,792,-196,15188,0.05,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.80,40.32,2165.33,-0.84,0.13,-0.83,836,-200,15064,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.82,40.38,2165.16,-0.84,0.03,-0.89,768,-248,15080,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.87,40.41,2164.70,-0.79,0.01,-0.76,892,-224,15040,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.88,40.42,2164.53,-0.76,0.00,-0.85,864,-356,15032,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.89,40.43,2164.47,-0.95,0.05,-0.82,748,-268,14992,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.89,40.45,2164.41,-0.80,0.04,-0.76,836,-248,15176,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.88,40.47,2164.55,-0.76,-0.02,-0.76,764,-224,15076,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.88,40.49,2164.53,-0.92,0.02,-0.79,804,-208,15056,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.87,40.50,2164.64,-0.65,0.07,-0.92,736,-260,15100,0.04,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.88,40.55,2164.57,-0.74,0.04,-0.91,684,-260,15088,0.04,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.88,40.55,2166.39,-0.76,-0.07,-0.80,836,-180,15088,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.76,40.36,2165.78,-0.70,-0.06,-0.83,716,-220,15040,0.04,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.79,40.40,2165.52,-0.72,0.07,-0.94,820,-248,15108,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.86,40.44,2164.75,-0.69,0.05,-0.92,816,-388,15148,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.87,40.48,2164.64,-0.77,0.03,-0.91,844,-264,15212,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.89,40.50,2164.45,-0.71,0.07,-0.96,792,-160,15192,0.05,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.91,40.51,2164.26,-0.68,-0.22,-1.13,816,-376,15208,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.89,40.52,2164.49,-0.92,0.05,-0.86,792,-312,15168,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.90,40.54,2164.38,-0.82,-0.03,-0.99,828,-280,15104,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.91,40.56,2164.27,-0.56,-0.05,-0.82,752,-304,15280,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.89,40.57,2164.46,-0.80,-0.02,-0.85,776,-208,15132,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.88,40.59,2164.54,-1.18,-0.25,-0.90,748,-236,15204,0.05,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.69,40.40,2166.54,-0.76,0.00,-0.91,676,-332,15088,0.04,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.75,40.44,2165.92,-0.71,0.03,-0.99,780,-260,15040,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.78,40.48,2165.55,-0.85,-0.02,-0.95,848,-248,15012,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.89,40.52,2164.43,-0.81,0.04,-1.07,748,-272,14992,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.90,40.56,2164.40,-0.79,0.02,-0.92,780,-320,15272,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.90,40.58,2164.30,-0.82,-0.02,-0.92,892,-252,15196,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.90,40.61,2164.32,-0.45,0.30,-1.07,940,-236,14852,0.06,-0.01,0.91,0.00,0.00,0.00,
LAIKA1,778.89,40.62,2164.50,-0.96,-0.02,-0.92,808,-264,15156,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.88,40.62,2164.56,-0.82,0.07,-0.92,844,-308,15108,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.89,40.64,2164.41,-0.60,-0.17,-0.82,624,-192,15176,0.04,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.91,40.65,2164.21,-0.79,-0.24,-1.03,772,-120,15076,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.89,40.69,2164.43,-0.69,0.09,-0.76,812,-288,15176,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.73,40.51,2166.14,-0.66,-0.01,-0.83,712,-224,15136,0.04,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.79,40.55,2165.45,-0.82,0.12,-0.82,780,-260,15184,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.84,40.60,2164.99,-0.87,-0.05,-0.99,812,-232,15144,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.88,40.63,2164.55,-0.60,0.21,-0.79,792,-188,15096,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.91,40.65,2164.26,-0.85,0.09,-0.81,788,-264,15096,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.91,40.67,2164.21,-0.82,0.16,-0.78,796,-308,15156,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.89,40.69,2164.42,-0.56,0.09,-0.91,792,-376,15096,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.91,40.70,2164.28,-0.89,-0.16,-0.95,796,-188,15044,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.91,40.69,2164.23,-0.93,-0.05,-0.93,784,-228,15148,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.92,40.71,2164.14,-0.80,-0.09,-0.89,892,-256,14900,0.05,-0.02,0.91,0.00,0.00,0.00,
LAIKA1,778.92,40.72,2164.19,-0.76,0.02,-1.05,828,-228,15144,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.94,40.75,2163.96,-0.80,-0.13,-0.86,856,-272,15072,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.73,40.56,2166.13,-0.79,-0.05,-0.65,784,-308,15148,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.79,40.59,2165.52,-0.79,0.02,-0.86,752,-296,15104,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.85,40.62,2164.87,-0.67,-0.12,-0.70,708,-224,15236,0.04,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.86,40.68,2164.78,-0.50,-0.22,-0.92,848,-268,15464,0.05,-0.02,0.94,0.00,0.00,0.00,
LAIKA1,778.90,40.69,2164.33,-0.78,0.03,-0.98,828,-224,15180,0.05,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.91,40.71,2164.29,-0.73,-0.02,-1.11,804,-276,15156,0.05,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.90,40.73,2164.31,-0.73,-0.05,-0.97,656,-312,15156,0.04,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.91,40.73,2164.29,-0.72,-0.09,-1.00,800,-260,15360,0.05,-0.02,0.94,0.00,0.00,0.00,
LAIKA1,778.91,40.74,2164.20,-0.79,-0.06,-1.02,812,-272,15140,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.94,40.76,2163.95,-0.88,0.06,-0.79,824,-156,15128,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.91,40.78,2164.23,-0.78,-0.40,-0.91,1104,-504,15028,0.07,-0.03,0.92,0.00,0.00,0.00,
LAIKA1,778.73,40.58,2166.14,-0.85,0.11,-0.82,736,-200,15184,0.04,-0.01,0.93,0.00,0.00,0.00,
LAIKA1,778.81,40.62,2165.28,-0.78,-0.01,-0.89,992,-260,15156,0.06,-0.02,0.93,0.00,0.00,0.00,
LAIKA1,778.83,40.65,2165.07,-0.94,0.00,-0.81,772,-264,15132,0.05,-0.02,0.92,0.00,0.00,0.00,
LAIKA1,778.87,40.69,2164.68,-0.73,0.08,-0.97,768,-184,15148,0.05,-0.01,0.92,0.00,0.00,0.00,
LAIKA1,778.90,40.72,2164.34,-0.76,0.13,-0.84,900,-184,14944,0.05,-0.01,0.91,0.00,0.00,0.00,
